"Tabela 4714 - População Residente, Área territorial e Densidade demográfica - Ranking descendente"
"Variável - Densidade demográfica (Habitante por quilômetro quadrado)"
"2863","4316105","Ronda Alta (RS)","23.35"
"2864","2303105","Cariré (CE)","23.34"
"2865","2707008","Pindoba (AL)","23.32"
"2866","2928000","Santaluz (BA)","23.30"
"2867","3542909","Ribeirão Bonito (SP)","23.30"
"2868","4320552","Sertão Santana (RS)","23.26"
"2869","2302701","Campos Sales (CE)","23.22"
"2870","3201605","Conceição da Barra (ES)","23.22"
"2871","3501806","Américo de Campos (SP)","23.21"
"2872","4215356","Saltinho (SC)","23.20"
"2873","4306452","Dois Lajeados (RS)","23.19"
"2874","4309902","Ibiraiaras (RS)","23.19"
"2875","2505600","Diamante (PB)","23.18"
"2876","4318440","São Jorge (RS)","23.18"
"2877","4117453","Ouro Verde do Oeste (PR)","23.15"
"2878","4313359","Nova Roma do Sul (RS)","23.14"
"2879","4103305","Borrazópolis (PR)","23.13"
"2880","5205000","Carmo do Rio Verde (GO)","23.13"
"2881","3121308","Descoberto (MG)","23.12"
"2882","3170909","Varzelândia (MG)","23.12"
"2883","3128907","Guimarânia (MG)","23.11"
"2884","4115358","Maripá (PR)","23.10"
"2885","2206209","Miguel Alves (PI)","23.09"
"2886","3144300","Nanuque (MG)","23.08"
"2887","3505005","Barão de Antonina (SP)","23.06"
"2888","4110904","Itaguajé (PR)","23.06"
"2889","3521804","Itaí (SP)","23.04"
"2890","4117701","Palmeira (PR)","23.03"
"2891","3204302","Presidente Kennedy (ES)","23.02"
"2892","3543204","Ribeirão do Sul (SP)","23.02"
"2893","2406403","Lagoa de Velhos (RN)","23.00"
"2894","3172202","Wenceslau Braz (MG)","22.99"
"2895","4212007","Palma Sola (SC)","22.98"
"2896","2922730","Nova Fátima (BA)","22.97"
"2897","3518008","Guarani d'Oeste (SP)","22.96"
"2898","4205605","Galvão (SC)","22.96"
"2899","2104503","Governador Archer (MA)","22.95"
"2900","2109304","Presidente Vargas (MA)","22.93"
"2901","1100049","Cacoal (RO)","22.91"
"2902","2207207","Padre Marcos (PI)","22.90"
"2903","4107603","Faxinal (PR)","22.89"
"2904","3108602","Brasília de Minas (MG)","22.88"
"2905","4106555","Corumbataí do Sul (PR)","22.88"
"2906","3524600","Jacupiranga (SP)","22.86"
"2907","2407302","Marcelino Vieira (RN)","22.84"
"2908","3502606","Aparecida d'Oeste (SP)","22.83"
"2909","4313086","Nova Pádua (RS)","22.83"
"2910","2916203","Itapé (BA)","22.82"
"2911","3113909","Carmo da Cachoeira (MG)","22.81"
"2912","3115359","Catas Altas (MG)","22.80"
"2913","5105259","Lucas do Rio Verde (MT)","22.80"
"2914","1705557","Combinado (TO)","22.78"
"2915","2510600","Ouro Velho (PB)","22.78"
"2916","3165602","Senador Cortes (MG)","22.78"
"2917","3305604","Silva Jardim (RJ)","22.77"
"2918","3133204","Itanhomi (MG)","22.76"
"2919","3155207","Rio Espera (MG)","22.75"
"2920","3524204","Jaborandi (SP)","22.75"
"2921","4115101","Mariluz (PR)","22.73"
"2922","4108551","Godoy Moreira (PR)","22.72"
"2923","4314076","Passo do Sobrado (RS)","22.72"
"2924","2516151","Sossêgo (PB)","22.71"
"2925","4126678","Tamarana (PR)","22.68"
"2926","3135506","Jequeri (MG)","22.67"
"2927","4320230","Sede Nova (RS)","22.66"
"2928","2100808","Anapurus (MA)","22.65"
"2929","4127403","Terra Roxa (PR)","22.63"
"2930","1507466","São João da Ponta (PA)","22.61"
"2931","2313351","Tejuçuoca (CE)","22.61"
"2932","4103156","Bom Jesus do Sul (PR)","22.60"
"2933","3532603","Nhandeara (SP)","22.59"
"2934","2900355","Adustina (BA)","22.57"
"2935","4114906","Marilândia do Sul (PR)","22.57"
"2936","4303202","Cacique Doble (RS)","22.56"
"2937","3204005","Pancas (ES)","22.55"
"2938","4115507","Marumbi (PR)","22.54"
"2939","4304002","Campo Novo (RS)","22.54"
"2940","4128302","Uniflor (PR)","22.53"
"2941","2401008","Apodi (RN)","22.52"
"2942","4122800","Salgado Filho (PR)","22.51"
"2943","4215695","Santiago do Sul (SC)","22.51"
"2944","3100906","Águas Formosas (MG)","22.50"
"2945","2919504","Livramento de Nossa Senhora (BA)","22.49"
"2946","3137502","Lagoa Formosa (MG)","22.48"
"2947","4318408","São Jerônimo (RS)","22.48"
"2948","3200300","Alfredo Chaves (ES)","22.47"
"2949","4109203","Guaraci (PR)","22.43"
"2950","4125555","São Manoel do Paraná (PR)","22.42"
"2951","1506138","Redenção (PA)","22.39"
"2952","2516508","Taperoá (PB)","22.39"
"2953","4211876","Paial (SC)","22.39"
"2954","4306957","Entre Rios do Sul (RS)","22.39"
"2955","1503507","Irituia (PA)","22.35"
"2956","3543253","Ribeirão Grande (SP)","22.35"
"2957","3169802","Turvolândia (MG)","22.33"
"2958","2104677","Governador Nunes Freire (MA)","22.30"
"2959","2106904","Monção (MA)","22.28"
"2960","2913457","Igrapiúna (BA)","22.24"
"2961","2308708","Morada Nova (CE)","22.23"
"2962","2906105","Canápolis (BA)","22.21"
"2963","2103125","Central do Maranhão (MA)","22.20"
"2964","4305959","Cotiporã (RS)","22.20"
"2965","2104701","Graça Aranha (MA)","22.19"
"2966","2924058","Pé de Serra (BA)","22.19"
"2967","3114303","Carmo do Paranaíba (MG)","22.18"
"2968","2608008","Jataúba (PE)","22.17"
"2969","2931905","Tucano (BA)","22.17"
"2970","3155009","Rio Doce (MG)","22.16"
"2971","3165404","Sapucaí-Mirim (MG)","22.14"
"2972","2403707","Felipe Guerra (RN)","22.13"
"2973","2931301","Tapiramutá (BA)","22.13"
"2974","5210901","Itapaci (GO)","22.13"
"2975","2112704","Vargem Grande (MA)","22.09"
"2976","2801108","Canhoba (SE)","22.09"
"2977","3144003","Mutum (MG)","22.09"
"2978","2409332","Santa Maria (RN)","22.07"
"2979","3163102","São José da Varginha (MG)","22.07"
"2980","3542008","Quintana (SP)","22.07"
"2981","4124509","Santo Inácio (PR)","22.06"
"2982","2105104","Icatu (MA)","22.05"
"2983","3532827","Nova Campina (SP)","22.05"
"2984","3165800","Senador José Bento (MG)","22.03"
"2985","4127858","Três Barras do Paraná (PR)","22.03"
"2986","3112406","Capetinga (MG)","22.02"
"2987","4319364","São Pedro das Missões (RS)","21.99"
"2988","4120606","Prudentópolis (PR)","21.98"
"2989","4105409","Chopinzinho (PR)","21.97"
"2990","3115409","Catas Altas da Noruega (MG)","21.96"
"2991","4120101","Porto Amazonas (PR)","21.96"
"2992","4311304","Lagoa Vermelha (RS)","21.95"
"2993","2106631","Matões do Norte (MA)","21.94"
"2994","4124004","Santana do Itararé (PR)","21.94"
"2995","4112959","Juranda (PR)","21.93"
"2996","4207205","Imaruí (SC)","21.91"
"2997","4212700","Petrolândia (SC)","21.89"
"2998","1100023","Ariquemes (RO)","21.88"
"2999","3512506","Coroados (SP)","21.88"
"3000","3152402","Poté (MG)","21.86"
"3001","1503408","Inhangapi (PA)","21.85"
"3002","3547908","Santo Antônio da Alegria (SP)","21.83"
"3003","4300505","Alpestre (RS)","21.83"
"3004","2100907","Araioses (MA)","21.82"
"3005","3535606","Paraibuna (SP)","21.82"
"3006","2102325","Buriticupu (MA)","21.81"
"3007","2202703","Cocal (PI)","21.80"
"3008","2413706","Sítio Novo (RN)","21.80"
"3009","4219101","Vargeão (SC)","21.80"
"3010","3537008","Pedregulho (SP)","21.79"
"3011","4312955","Nova Boa Vista (RS)","21.79"
"3012","3550902","São Simão (SP)","21.78"
"3013","4107256","Douradina (PR)","21.78"
"3014","4116000","Miraselva (PR)","21.77"
"3015","3132305","Itaipé (MG)","21.76"
"3016","4111407","Ivaí (PR)","21.76"
"3017","3157708","Santa Juliana (MG)","21.74"
"3018","2105500","João Lisboa (MA)","21.73"
"3019","4100707","Alto Piquiri (PR)","21.73"
"3020","3167509","Simão Pereira (MG)","21.72"
"3021","3161601","São Geraldo da Piedade (MG)","21.70"
"3022","3507902","Brotas (SP)","21.70"
"3023","4125456","São José das Palmeiras (PR)","21.69"
"3024","4309571","Herveiras (RS)","21.69"
"3025","2513927","São Bentinho (PB)","21.67"
"3026","4301552","Áurea (RS)","21.67"
"3027","4321477","Tiradentes do Sul (RS)","21.67"
"3028","3135357","Japonvar (MG)","21.66"
"3029","4307450","Esperança do Sul (RS)","21.66"
"3030","3117603","Conceição do Pará (MG)","21.63"
"3031","3157302","Santa Bárbara do Tugúrio (MG)","21.63"
"3032","2514552","São José de Princesa (PB)","21.61"
"3033","3158409","Santana de Cataguases (MG)","21.61"
"3034","3172103","Volta Grande (MG)","21.61"
"3035","2930766","Sítio do Quinto (BA)","21.60"
"3036","3164605","São Sebastião do Oeste (MG)","21.60"
"3037","4215208","Romelândia (SC)","21.60"
"3038","4303558","Camargo (RS)","21.59"
"3039","2906709","Cândido Sales (BA)","21.58"
"3040","2912004","Ibiassucê (BA)","21.58"
"3041","3157005","Salinas (MG)","21.58"
"3042","3519808","Icém (SP)","21.58"
"3043","3123304","Dores do Turvo (MG)","21.57"
"3044","2101707","Barreirinhas (MA)","21.53"
"3045","4215687","Santa Terezinha do Progresso (SC)","21.53"
"3046","1501600","Bonito (PA)","21.50"
"3047","2104602","Governador Eugênio Barros (MA)","21.50"
"3048","2412104","São João do Sabugi (RN)","21.50"
"3049","3121704","Diogo de Vasconcelos (MG)","21.50"
"3050","4203600","Campos Novos (SC)","21.50"
"3051","2104909","Guimarães (MA)","21.49"
"3052","4113205","Lapa (PR)","21.49"
"3053","2501575","Barra de Santana (PB)","21.48"
"3054","2926509","Ribeira do Amparo (BA)","21.48"
"3055","3157658","Santa Helena de Minas (MG)","21.48"
"3056","3107604","Bom Jesus da Penha (MG)","21.47"
"3057","3144672","Nova Belém (MG)","21.47"
"3058","3515194","Espírito Santo do Turvo (SP)","21.46"
"3059","3135456","Jenipapo de Minas (MG)","21.44"
"3060","4303004","Cachoeira do Sul (RS)","21.43"
"3061","4105706","Clevelândia (PR)","21.42"
"3062","3152204","Porteirinha (MG)","21.40"
"3063","2310001","Palhano (CE)","21.39"
"3064","2909208","Coronel João Sá (BA)","21.39"
"3065","3200136","Águia Branca (ES)","21.37"
"3066","2514206","São José da Lagoa Tapada (PB)","21.35"
"3067","2307205","Jati (CE)","21.34"
"3068","2900900","Almadina (BA)","21.28"
"3069","2602001","Bodocó (PE)","21.26"
"3070","3536406","Paulicéia (SP)","21.26"
"3071","4312757","Nova Alvorada (RS)","21.25"
"3072","2922003","Mucuri (BA)","21.24"
"3073","2105609","Joselândia (MA)","21.23"
"3074","2410702","Riacho da Cruz (RN)","21.23"
"3075","4202081","Bandeirante (SC)","21.23"
"3076","3533601","Nuporanga (SP)","21.22"
"3077","3117306","Conceição das Alagoas (MG)","21.18"
"3078","4127304","Terra Rica (PR)","21.18"
"3079","4107108","Diamante do Norte (PR)","21.17"
"3080","5004007","Glória de Dourados (MS)","21.17"
"3081","4300455","Alegria (RS)","21.13"
"3082","4319703","São Valentim (RS)","21.13"
"3083","2413359","Serra do Mel (RN)","21.11"
"3084","2514602","São José do Bonfim (PB)","21.10"
"3085","2921807","Mortugaba (BA)","21.10"
"3086","3526100","Juquiá (SP)","21.10"
"3087","3139250","Mamonas (MG)","21.09"
"3088","3121506","Desterro do Melo (MG)","21.04"
"3089","3102100","Alto Rio Doce (MG)","21.02"
"3090","3119609","Coronel Pacheco (MG)","21.00"
"3091","2112456","Turilândia (MA)","20.99"
"3092","2303600","Catarina (CE)","20.98"
"3093","4210555","Marema (SC)","20.96"
"3094","2312502","São João do Jaguaribe (CE)","20.95"
"3095","4121307","Rancho Alegre (PR)","20.95"
"3096","2205557","Lagoa Alegre (PI)","20.94"
"3097","3102902","Antônio Carlos (MG)","20.94"
"3098","4108452","Foz do Jordão (PR)","20.93"
"3099","4206801","Ibicaré (SC)","20.90"
"3100","4217907","Tangará (SC)","20.88"
"3101","1721208","Tocantinópolis (TO)","20.87"
"3102","2512788","Riacho de Santo Antônio (PB)","20.87"
"3103","2517407","Zabelê (PB)","20.86"
"3104","3516903","General Salgado (SP)","20.86"
"3105","3544806","Sales (SP)","20.86"
"3106","4315156","Progresso (RS)","20.86"
"3107","4305447","Chuvisca (RS)","20.85"
"3108","4301073","Arroio do Padre (RS)","20.84"
"3109","4300208","Ajuricaba (RS)","20.83"
"3110","2607000","Inajá (PE)","20.79"
"3111","2903953","Bom Jesus da Serra (BA)","20.79"
"3112","2408805","Parazinho (RN)","20.78"
"3113","3547650","Santa Salete (SP)","20.77"
"3114","3547007","Santa Maria da Serra (SP)","20.75"
"3115","5215702","Palmeiras de Goiás (GO)","20.72"
"3116","2210300","São Julião (PI)","20.70"
"3117","2925501","Prado (BA)","20.69"
"3118","4219853","Zortéa (SC)","20.66"
"3119","3150505","Pimenta (MG)","20.64"
"3120","4200606","Águas Mornas (SC)","20.64"
"3121","2311959","Salitre (CE)","20.63"
"3122","3500204","Adolfo (SP)","20.62"
"3123","4318804","São Lourenço do Sul (RS)","20.62"
"3124","4313466","Novo Xingu (RS)","20.61"
"3125","2516300","Sumé (PB)","20.60"
"3126","2206696","Murici dos Portelas (PI)","20.59"
"3127","2929800","Saúde (BA)","20.58"
"3128","3205150","Vila Pavão (ES)","20.57"
"3129","4322400","Uruguaiana (RS)","20.56"
"3130","2103554","Conceição do Lago-Açu (MA)","20.55"
"3131","3304409","Rio Claro (RJ)","20.55"
"3132","4301503","Augusto Pestana (RS)","20.53"
"3133","2917003","Itiúba (BA)","20.52"
"3134","3158607","Santana do Deserto (MG)","20.51"
"3135","4311239","Lagoa Bonita do Sul (RS)","20.51"
"3136","2510907","Paulista (PB)","20.50"
"3137","3160306","Santo Antônio do Jacinto (MG)","20.50"
"3138","3527603","Luís Antônio (SP)","20.50"
"3139","3158201","Santa Maria do Suaçuí (MG)","20.49"
"3140","1304062","Tabatinga (AM)","20.48"
"3141","2201770","Boa Hora (PI)","20.48"
"3142","3153103","Presidente Bernardes (MG)","20.48"
"3143","3116407","Claraval (MG)","20.46"
"3144","2201929","Bonfim do Piauí (PI)","20.45"
"3145","2917805","Jaguaripe (BA)","20.45"
"3146","2511103","Pedra Lavrada (PB)","20.44"
"3147","2605608","Flores (PE)","20.44"
"3148","4122156","Rio Bonito do Iguaçu (PR)","20.44"
"3149","4211751","Otacílio Costa (SC)","20.43"
"3150","4317251","Santa Tereza (RS)","20.43"
"3151","4103206","Bom Sucesso (PR)","20.39"
"3152","2103505","Colinas (MA)","20.38"
"3153","4318606","São José do Ouro (RS)","20.38"
"3154","5211206","Itapuranga (GO)","20.38"
"3155","3149606","Pequi (MG)","20.37"
"3156","2106805","Mirinzal (MA)","20.35"
"3157","5210604","Itaguaru (GO)","20.35"
"3158","2916500","Itapicuru (BA)","20.34"
"3159","2922052","Mulungu do Morro (BA)","20.34"
"3160","2104206","Fortuna (MA)","20.33"
"3161","2112274","Tufilândia (MA)","20.33"
"3162","4320602","Severiano de Almeida (RS)","20.32"
"3163","4212304","Paulo Lopes (SC)","20.31"
"3164","3142908","Monte Azul (MG)","20.30"
"3165","3121407","Desterro de Entre Rios (MG)","20.29"
"3166","3138609","Lima Duarte (MG)","20.29"
"3167","4101200","Antonina (PR)","20.29"
"3168","3555703","União Paulista (SP)","20.28"
"3169","5008404","Vicentina (MS)","20.28"
"3170","4305116","Centenário (RS)","20.27"
"3171","4317400","Santiago (RS)","20.27"
"3172","3126950","Frei Lagonegro (MG)","20.25"
"3173","4315057","Porto Mauá (RS)","20.24"
"3174","2403400","Equador (RN)","20.23"
"3175","3133501","Itapecerica (MG)","20.23"
"3176","2205201","Jaicós (PI)","20.22"
"3177","3541703","Quatá (SP)","20.21"
"3178","5211404","Itauçu (GO)","20.19"
"3179","3121803","Dionísio (MG)","20.18"
"3180","4119608","Pitanga (PR)","20.18"
"3181","5214861","Nova Glória (GO)","20.18"
"3182","3131604","Iraí de Minas (MG)","20.15"
"3183","4126652","Sulina (PR)","20.15"
"3184","3115904","Chácara (MG)","20.12"
"3185","3531902","Morro Agudo (SP)","20.12"
"3186","2102200","Buriti (MA)","20.11"
"3187","4312203","Maximiliano de Almeida (RS)","20.11"
"3188","3168408","Tarumirim (MG)","20.10"
"3189","4316451","Salto do Jacuí (RS)","20.10"
"3190","2403806","Florânia (RN)","20.08"
"3191","4203501","Campo Erê (SC)","20.08"
"3192","3127354","Glaucilândia (MG)","20.07"
"3193","2102556","Campestre do Maranhão (MA)","20.05"
"3194","4110052","Iguatu (PR)","20.05"
"3195","3529609","Meridiano (SP)","20.04"
"3196","4102505","Barbosa Ferraz (PR)","20.04"
"3197","2111672","São Roberto (MA)","20.03"
"3198","2304707","Granja (CE)","20.03"
"3199","2308377","Miraíma (CE)","20.03"
"3200","2904050","Bonito (BA)","20.02"
"3201","4306973","Erebango (RS)","19.99"
"3202","4311734","Mampituba (RS)","19.99"
"3203","3110301","Caldas (MG)","19.98"
"3204","4304614","Canudos do Vale (RS)","19.97"
"3205","5208004","Formosa (GO)","19.97"
"3206","2510709","Passagem (PB)","19.96"
"3207","3519253","Iaras (SP)","19.96"
"3208","2300309","Acopiara (CE)","19.95"
"3209","2927705","Santa Cruz Cabrália (BA)","19.95"
"3210","3549201","São João das Duas Pontes (SP)","19.93"
"3211","4313607","Paim Filho (RS)","19.93"
"3212","2308807","Moraújo (CE)","19.92"
"3213","3516507","Gabriel Monteiro (SP)","19.92"
"3214","2111763","Senador La Rocque (MA)","19.91"
"3215","5200159","Adelândia (GO)","19.91"
"3216","2111532","São Pedro da Água Branca (MA)","19.90"
"3217","3148400","Paulistas (MG)","19.90"
"3218","3526308","Lagoinha (SP)","19.90"
"3219","3112802","Capitólio (MG)","19.89"
"3220","5003504","Douradina (MS)","19.89"
"3221","2111722","Satubinha (MA)","19.88"
"3222","4201257","Apiúna (SC)","19.88"
"3223","2411700","São Bento do Trairí (RN)","19.87"
"3224","4214409","Rio das Antas (SC)","19.86"
"3225","5221601","Uruaçu (GO)","19.86"
"3226","3133907","Itaverava (MG)","19.85"
"3227","3529203","Martinópolis (SP)","19.85"
"3228","1504000","Limoeiro do Ajuru (PA)","19.84"
"3229","2903201","Barreiras (BA)","19.84"
"3230","2312106","Santana do Cariri (CE)","19.83"
"3231","3167400","Silvianópolis (MG)","19.79"
"3232","4320453","Sério (RS)","19.78"
"3233","4316204","Rondinha (RS)","19.77"
"3234","4116406","Nossa Senhora das Graças (PR)","19.75"
"3235","3147709","Passa Tempo (MG)","19.74"
"3236","3512902","Cosmorama (SP)","19.74"
"3237","4103909","Campina da Lagoa (PR)","19.74"
"3238","2110401","São Benedito do Rio Preto (MA)","19.71"
"3239","2313906","Uruoca (CE)","19.70"
"3240","3540259","Pontalinda (SP)","19.70"
"3241","3161056","São Félix de Minas (MG)","19.69"
"3242","2111250","São José dos Basílios (MA)","19.67"
"3243","2202729","Cocal dos Alves (PI)","19.66"
"3244","3114402","Carmo do Rio Claro (MG)","19.66"
"3245","4121802","Ribeirão Claro (PR)","19.65"
"3246","3534005","Onda Verde (SP)","19.64"
"3247","2905206","Caetité (BA)","19.62"
"3248","2111409","São Luís Gonzaga do Maranhão (MA)","19.60"
"3249","5221007","Taquaral de Goiás (GO)","19.58"
"3250","2919058","Lajedo do Tabocal (BA)","19.57"
"3251","2206670","Morro do Chapéu do Piauí (PI)","19.56"
"3252","2607109","Ingazeira (PE)","19.56"
"3253","4214706","Rio dos Cedros (SC)","19.56"
"3254","5004809","Japorã (MS)","19.56"
"3255","3165008","São Tiago (MG)","19.55"
"3256","3161205","São Francisco de Paula (MG)","19.53"
"3257","2900405","Água Fria (BA)","19.52"
"3258","3138906","Machacalis (MG)","19.52"
"3259","3305307","São Sebastião do Alto (RJ)","19.51"
"3260","2515500","Serra Branca (PB)","19.50"
"3261","2920106","Mairi (BA)","19.49"
"3262","4123303","Santa Cruz de Monte Castelo (PR)","19.49"
"3263","1502301","Capitão Poço (PA)","19.48"
"3264","3129707","Ibiraci (MG)","19.48"
"3265","2104404","Gonçalves Dias (MA)","19.47"
"3266","3121100","Delfim Moreira (MG)","19.47"
"3267","3164506","São Sebastião do Maranhão (MG)","19.46"
"3268","3523503","Itatinga (SP)","19.46"
"3269","4311601","Liberato Salzano (RS)","19.46"
"3270","2928109","Santa Maria da Vitória (BA)","19.45"
"3271","3112000","Candeias (MG)","19.43"
"3272","5215405","Ouro Verde de Goiás (GO)","19.43"
"3273","2202406","Capitão de Campos (PI)","19.42"
"3274","3120201","Cristais (MG)","19.41"
"3275","2311264","Quiterianópolis (CE)","19.40"
"3276","2408508","Ouro Branco (RN)","19.40"
"3277","2512200","Prata (PB)","19.40"
"3278","5205455","Cezarina (GO)","19.40"
"3279","3104452","Aricanduva (MG)","19.39"
"3280","2514701","São José do Sabugi (PB)","19.38"
"3281","4117297","Novo Itacolomi (PR)","19.36"
"3282","4307500","Espumoso (RS)","19.36"
"3283","4300307","Alecrim (RS)","19.35"
"3284","3541208","Presidente Bernardes (SP)","19.34"
"3285","3150406","Piedade dos Gerais (MG)","19.33"
"3286","5200506","Aloândia (GO)","19.33"
"3287","2202133","Campo Grande do Piauí (PI)","19.31"
"3288","4314027","Paraíso do Sul (RS)","19.31"
"3289","3125309","Faria Lemos (MG)","19.30"
"3290","3146503","Pains (MG)","19.30"
"3291","3516853","Gavião Peixoto (SP)","19.29"
"3292","2102754","Capinzal do Norte (MA)","19.27"
"3293","2305209","Hidrolândia (CE)","19.27"
"3294","2310407","Paramoti (CE)","19.26"
"3295","2616100","Verdejante (PE)","19.26"
"3296","2102903","Carutapera (MA)","19.22"
"3297","2112605","Urbano Santos (MA)","19.22"
"3298","2929909","Seabra (BA)","19.22"
"3299","3103306","Aracitaba (MG)","19.22"
"3300","2308609","Monsenhor Tabosa (CE)","19.21"
"3301","4204459","Coronel Martins (SC)","19.21"
"3302","2905107","Caém (BA)","19.20"
"3303","3162450","São João das Missões (MG)","19.20"
"3304","4107702","Fênix (PR)","19.19"
"3305","2101301","Bacuri (MA)","19.15"
"3306","4303806","Campinas do Sul (RS)","19.13"
"3307","3148806","Pedra do Anta (MG)","19.12"
"3308","4307864","Fagundes Varela (RS)","19.11"
"3309","4113601","Lobato (PR)","19.10"
"3310","4309753","Ibarama (RS)","19.10"
"3311","3108701","Brás Pires (MG)","19.07"
"3312","3519105","Iacanga (SP)","19.07"
"3313","2114007","Zé Doca (MA)","19.06"
"3314","2406106","Jucurutu (RN)","19.06"
"3315","3549300","São João do Pau d'Alho (SP)","19.05"
"3316","4125100","São João do Triunfo (PR)","19.05"
"3317","3519204","Iacri (SP)","19.04"
"3318","3535804","Paranapanema (SP)","19.04"
"3319","3167905","Tabuleiro (MG)","19.02"
"3320","2200277","Alegrete do Piauí (PI)","19.01"
"3321","4307302","Erval Seco (RS)","19.00"
"3322","1700301","Aguiarnópolis (TO)","18.99"
"3323","4213401","Ponte Serrada (SC)","18.99"
"3324","4101606","Arapoti (PR)","18.98"
"3325","2109809","Santa Helena (MA)","18.97"
"3326","2304269","Deputado Irapuan Pinheiro (CE)","18.96"
"3327","5201306","Anicuns (GO)","18.96"
"3328","1718808","Sampaio (TO)","18.95"
"3329","4300901","Aratiba (RS)","18.94"
"3330","2101970","Boa Vista do Gurupi (MA)","18.92"
"3331","2614808","Tacaratu (PE)","18.90"
"3332","3119203","Coroaci (MG)","18.89"
"3333","2915205","Itagibá (BA)","18.88"
"3334","3135001","Jaguaraçu (MG)","18.88"
"3335","2206506","Monsenhor Hipólito (PI)","18.87"
"3336","3142007","Mirabela (MG)","18.87"
"3337","3136504","Jordânia (MG)","18.85"
"3338","4312427","Mormaço (RS)","18.85"
"3339","2413805","Taboleiro Grande (RN)","18.84"
"3340","4316303","Roque Gonzales (RS)","18.84"
"3341","2902609","Baixa Grande (BA)","18.83"
"3342","3528908","Mariápolis (SP)","18.83"
"3343","4312005","Mariano Moro (RS)","18.82"
"3344","2400307","Afonso Bezerra (RN)","18.81"
"3345","4320354","Sentinela do Sul (RS)","18.81"
"3346","4311908","Marcelino Ramos (RS)","18.80"
"3347","2930774","Sobradinho (BA)","18.79"
"3348","3506706","Boa Esperança do Sul (SP)","18.79"
"3349","1503804","Jacundá (PA)","18.78"
"3350","2301604","Assaré (CE)","18.78"
"3351","3120706","Cruzeiro da Fortaleza (MG)","18.78"
"3352","3100807","Aguanil (MG)","18.77"
"3353","4206108","Grão-Pará (SC)","18.77"
"3354","2402501","Carnaubais (RN)","18.76"
"3355","4125753","São Pedro do Iguaçu (PR)","18.76"
"3356","2205409","Joaquim Pires (PI)","18.75"
"3357","3511003","Castilho (SP)","18.75"
"3358","4310900","Jacutinga (RS)","18.75"
"3359","2513000","Salgadinho (PB)","18.74"
"3360","4104451","Cantagalo (PR)","18.74"
"3361","3101102","Aimorés (MG)","18.73"
"3362","3163904","São Pedro da União (MG)","18.73"
"3363","4110805","Iretama (PR)","18.73"
"3364","2923605","Paramirim (BA)","18.72"
"3365","4315750","Riozinho (RS)","18.71"
"3366","3304508","Rio das Flores (RJ)","18.70"
"3367","3522158","Itaoca (SP)","18.70"
"3368","4317954","Santo Expedito do Sul (RS)","18.70"
"3369","2211407","Várzea Grande (PI)","18.68"
"3370","4309001","Giruá (RS)","18.68"
"3371","3165206","São Tomé das Letras (MG)","18.67"
"3372","3542503","Reginópolis (SP)","18.67"
"3373","3160009","Santo Antônio do Aventureiro (MG)","18.66"
"3374","3551306","Sebastianópolis do Sul (SP)","18.65"
"3375","2102408","Cajapió (MA)","18.56"
"3376","2410405","Pureza (RN)","18.56"
"3377","2913408","Igaporã (BA)","18.56"
"3378","3136108","Joanésia (MG)","18.56"
"3379","3531001","Monções (SP)","18.56"
"3380","1506807","Santarém (PA)","18.55"
"3381","2110302","Santo Antônio dos Lopes (MA)","18.55"
"3382","3165552","Setubinha (MG)","18.55"
"3383","3529906","Miracatu (SP)","18.53"
"3384","3540101","Pongaí (SP)","18.51"
"3385","4313391","Novo Cabrais (RS)","18.49"
"3386","4312443","Morrinhos do Sul (RS)","18.48"
"3387","4318465","São José do Herval (RS)","18.48"
"3388","5212055","Jesúpolis (GO)","18.43"
"3389","2901155","América Dourada (BA)","18.41"
"3390","3537156","Pedrinhas Paulista (SP)","18.41"
"3391","1505601","Peixe-Boi (PA)","18.40"
"3392","3513850","Dirce Reis (SP)","18.38"
"3393","5212303","Leopoldo de Bulhões (GO)","18.37"
"3394","3125804","Fernandes Tourinho (MG)","18.36"
"3395","2100055","Açailândia (MA)","18.35"
"3396","3103108","Antônio Prado de Minas (MG)","18.35"
"3397","3141504","Mendes Pimentel (MG)","18.35"
"3398","4124905","São João do Caiuá (PR)","18.35"
"3399","3113107","Caranaíba (MG)","18.34"
"3400","3141702","Mesquita (MG)","18.33"
"3401","2914000","Ipirá (BA)","18.32"
"3402","3134806","Jacuí (MG)","18.31"
"3403","2500734","Amparo (PB)","18.30"
"3404","2925907","Quijingue (BA)","18.30"
"3405","3134608","Jaboticatubas (MG)","18.30"
"3406","2603009","Cabrobó (PE)","18.26"
"3407","3111507","Campos Altos (MG)","18.26"
"3408","3204500","Santa Leopoldina (ES)","18.25"
"3409","2313252","Tarrafas (CE)","18.24"
"3410","2920908","Mascote (BA)","18.24"
"3411","3145703","Oliveira Fortes (MG)","18.24"
"3412","4321105","Tapes (RS)","18.24"
"3413","4200101","Abelardo Luz (SC)","18.23"
"3414","4312351","Montauri (RS)","18.23"
"3415","2203909","Floriano (PI)","18.20"
"3416","4306924","Engenho Velho (RS)","18.20"
"3417","2933406","Wagner (BA)","18.19"
"3418","3555505","Ubirajara (SP)","18.19"
"3419","4320321","Senador Salgado Filho (RS)","18.18"
"3420","2513604","Santana dos Garrotes (PB)","18.17"
"3421","3154200","Resende Costa (MG)","18.16"
